,Country,State,City,StationName,Timestamp,PM25,AQI,MainPollutant,PM10,SO2,CO,NO2,Ozone
1251,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-02-09,9.17,38,PM2.5,,,,,31.33
1252,USA,Pennsylvania,Pittsburgh,,2022-05-03,4.67,19,PM2.5,,2.77,,18.62,3.0
1253,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-01-07,9.72,40,PM2.5,,,,,12.33
1254,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-05-23,6.21,26,PM2.5,8.88,,,,55.92
1255,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-03-08,5.8,28,Ozone,,0.2,,,68.92
1256,USA,Pennsylvania,Pittsburgh,,2021-09-30,5.4,22,PM2.5,,0.09,,22.14,3.44
1257,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-12-19,7.96,33,PM2.5,,,,,35.13
1258,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-12-29,6.36,26,PM2.5,,,,,48.92
1259,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-10-09,8.02,33,PM2.5,,,,,16.25
1260,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-11-20,8.67,36,PM2.5,,,,,
1261,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-01-19,8.92,37,PM2.5,,2.41,242.22,,
1262,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-08-28,18.58,65,PM2.5,,,,,68.25
1263,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-10-13,4.67,19,PM2.5,,,,,47.92
1264,USA,Pennsylvania,Pittsburgh,,2021-12-23,18.59,65,PM2.5,,1.18,,26.44,34.78
1265,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-05-04,,24,Ozone,,,,,61.13
1266,USA,Pennsylvania,Pittsburgh,,2020-10-28,10.62,44,PM2.5,,,,,9.65
1267,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-04-21,6.02,27,Ozone,,,,,68.42
1268,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-03-19,6.9,29,PM2.5,,,,,30.42
1269,USA,Pennsylvania,Pittsburgh,,2021-08-19,9.53,39,PM2.5,,1.34,178.45,17.76,40.33
1270,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-06-04,,0,SO2,,0.0,,,
1271,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-08-04,7.88,33,PM2.5,,,,,
1272,USA,Pennsylvania,Pittsburgh,,2019-10-06,8.26,34,PM2.5,,,,,22.63
1273,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-03-11,8.25,34,PM2.5,,,,,53.42
1274,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-09-18,11.15,46,PM2.5,,1.1,,,4.5
1275,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-12-15,14.13,55,PM2.5,,,,,24.67
1276,USA,Pennsylvania,Pittsburgh,,2019-02-13,5.9,24,PM2.5,,,,,28.83
1277,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-01-08,8.58,35,PM2.5,,,,,25.64
1278,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-07-08,6.21,31,Ozone,8.88,,,,78.5
1279,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-07-25,4.21,24,Ozone,6.09,,,,59.58
1280,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-12-31,,12,Ozone,,0.79,,,31.04
1281,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-09-20,10.87,45,PM2.5,,0.95,255.96,,3.0
1282,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-04-26,6.08,34,Ozone,,,,,84.83
1283,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-07-30,,2,Ozone,,1.16,,,4.0
1284,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-09-18,6.44,27,PM2.5,,,,,22.83
1285,USA,Pennsylvania,Braddock,North Braddock,2021-09-07,17.07,61,PM2.5,42.24,3.82,,,
1286,USA,Pennsylvania,Braddock,North Braddock,2021-09-27,18.38,64,PM2.5,33.0,6.44,,,
1287,USA,Pennsylvania,Braddock,North Braddock,2021-10-19,4.0,17,PM2.5,6.33,2.9,,,
1288,USA,Pennsylvania,Braddock,North Braddock,2021-10-21,12.25,51,PM2.5,,11.0,,,
1289,USA,Pennsylvania,Braddock,North Braddock,2021-11-08,20.0,68,PM2.5,,6.55,,,
1290,USA,Pennsylvania,Braddock,North Braddock,2021-11-24,25.04,78,PM2.5,47.61,14.52,,,
1291,USA,Pennsylvania,Braddock,North Braddock,2021-12-13,22.67,73,PM2.5,49.58,11.28,,,
1292,USA,Pennsylvania,Braddock,North Braddock,2021-12-18,15.04,57,PM2.5,20.0,1.37,,,
1293,USA,Pennsylvania,Braddock,North Braddock,2021-12-25,14.53,56,PM2.5,25.0,12.73,,,
1294,USA,Pennsylvania,Braddock,North Braddock,2022-01-12,17.54,62,PM2.5,26.43,13.7,,,
1295,USA,Pennsylvania,Braddock,North Braddock,2022-02-04,8.82,36,PM2.5,8.04,1.64,,,
1296,USA,Pennsylvania,Braddock,North Braddock,2022-02-13,9.17,38,PM2.5,12.75,0.0,,,
1297,USA,Pennsylvania,Braddock,North Braddock,2022-03-11,13.1,53,PM2.5,25.39,3.37,,,
1298,USA,Pennsylvania,Braddock,North Braddock,2022-04-17,4.35,18,PM2.5,7.54,0.0,,,
1299,USA,Pennsylvania,Braddock,North Braddock,2022-05-31,16.68,61,PM2.5,35.14,5.36,,,
1300,USA,Pennsylvania,Braddock,North Braddock,2022-08-17,6.37,26,PM2.5,12.93,0.33,,,
1301,USA,Pennsylvania,Braddock,North Braddock,2022-08-21,6.13,25,PM2.5,13.28,2.62,,,
1302,USA,Pennsylvania,Braddock,North Braddock,2022-08-28,11.22,46,PM2.5,18.48,3.69,,,
1303,USA,Pennsylvania,Braddock,North Braddock,2022-05-13,5.48,23,PM2.5,14.69,0.22,,,
1304,USA,Pennsylvania,Braddock,North Braddock,2021-10-02,11.08,46,PM2.5,17.44,2.23,,,
1305,USA,Pennsylvania,Braddock,North Braddock,2021-12-05,14.09,55,PM2.5,20.61,6.27,,,
1306,USA,Pennsylvania,Braddock,North Braddock,2021-12-06,12.45,52,PM2.5,18.62,6.91,,,
1307,USA,Pennsylvania,Braddock,North Braddock,2022-02-28,10.63,44,PM2.5,15.21,0.33,,,
1308,USA,Pennsylvania,Braddock,North Braddock,2022-06-07,20.73,69,PM2.5,39.38,6.94,,,
1309,USA,Pennsylvania,Braddock,North Braddock,2022-06-16,28.92,86,PM2.5,79.3,0.0,270.1,,
1310,USA,Pennsylvania,Braddock,North Braddock,2022-06-18,3.95,16,PM2.5,,0.0,112.34,,
1311,USA,Pennsylvania,Braddock,North Braddock,2022-06-20,8.99,37,PM2.5,21.86,5.13,146.07,,
1312,USA,Pennsylvania,Braddock,North Braddock,2022-07-08,7.54,31,PM2.5,15.92,1.96,,,
1313,USA,Pennsylvania,Braddock,North Braddock,2022-07-11,11.42,47,PM2.5,24.3,1.67,,,
1314,USA,Pennsylvania,Braddock,North Braddock,2022-07-12,11.42,47,PM2.5,23.4,0.98,,,
1315,USA,Pennsylvania,Braddock,North Braddock,2021-10-04,12.5,52,PM2.5,26.19,2.07,,,
1316,USA,Pennsylvania,Braddock,North Braddock,2021-08-14,,21,PM10,23.0,,,,
1317,USA,Pennsylvania,Braddock,North Braddock,2021-09-10,10.17,42,PM2.5,18.11,0.57,,,
1318,USA,Pennsylvania,Braddock,North Braddock,2022-01-21,10.73,44,PM2.5,14.61,5.13,,,
1319,USA,Pennsylvania,Braddock,North Braddock,2022-02-02,22.09,72,PM2.5,36.1,6.27,,,
1320,USA,Pennsylvania,Braddock,North Braddock,2022-03-17,14.35,56,PM2.5,36.04,7.18,309.89,,
1321,USA,Pennsylvania,Braddock,North Braddock,2022-03-25,5.23,22,PM2.5,9.81,0.11,,,
1322,USA,Pennsylvania,Braddock,North Braddock,2021-09-06,15.43,58,PM2.5,30.67,0.8,,,
1323,USA,Pennsylvania,Braddock,North Braddock,2021-11-10,,5,SO2,,8.89,,,
1324,USA,Pennsylvania,Braddock,North Braddock,2022-01-17,10.83,45,PM2.5,15.08,2.51,,,
1325,USA,Pennsylvania,Braddock,North Braddock,2022-02-15,22.75,73,PM2.5,38.04,7.03,,,
1326,USA,Pennsylvania,Braddock,North Braddock,2022-06-28,6.05,25,PM2.5,15.72,0.0,157.05,,
1327,USA,Pennsylvania,Braddock,North Braddock,2021-10-26,7.54,31,PM2.5,12.9,2.84,,,
1328,USA,Pennsylvania,Braddock,North Braddock,2022-03-20,2.11,9,PM2.5,3.66,0.0,155.58,,
1329,USA,Pennsylvania,Braddock,North Braddock,2021-09-12,17.13,62,PM2.5,32.36,7.5,,,
1330,USA,Pennsylvania,Braddock,North Braddock,2022-05-02,5.63,23,PM2.5,12.39,0.62,,,
1331,USA,Pennsylvania,Braddock,North Braddock,2022-08-07,,0,SO2,,0.0,,,
1332,USA,Pennsylvania,Braddock,North Braddock,2022-03-23,7.05,29,PM2.5,15.63,0.76,,,
1333,USA,Pennsylvania,Braddock,North Braddock,2022-03-13,6.6,27,PM2.5,17.29,2.4,,,
1334,USA,Pennsylvania,Avalon,Avalon,2021-08-14,8.17,34,PM2.5,,,,,
1335,USA,Pennsylvania,Avalon,Avalon,2021-08-23,15.5,58,PM2.5,,,,,
1336,USA,Pennsylvania,Avalon,Avalon,2021-08-24,15.67,58,PM2.5,,,,,
1337,USA,Pennsylvania,Avalon,Avalon,2021-08-26,12.17,51,PM2.5,,,,,
1338,USA,Pennsylvania,Avalon,Avalon,2021-09-08,10.26,42,PM2.5,,,,,
1339,USA,Pennsylvania,Avalon,Avalon,2021-09-14,17.0,61,PM2.5,,,,,
1340,USA,Pennsylvania,Avalon,Avalon,2021-09-18,14.45,56,PM2.5,,,,,
1341,USA,Pennsylvania,Avalon,Avalon,2021-09-23,3.08,13,PM2.5,,,,,
1342,USA,Pennsylvania,Avalon,Avalon,2021-09-29,5.27,22,PM2.5,,,,,
1343,USA,Pennsylvania,Avalon,Avalon,2021-10-01,8.71,36,PM2.5,,,,,
1344,USA,Pennsylvania,Avalon,Avalon,2021-10-16,7.25,30,PM2.5,,,,,
1345,USA,Pennsylvania,Avalon,Avalon,2021-11-12,7.26,30,PM2.5,,,,,
1346,USA,Pennsylvania,Avalon,Avalon,2021-11-18,9.96,41,PM2.5,,,,,
1347,USA,Pennsylvania,Avalon,Avalon,2021-11-30,8.63,36,PM2.5,,,,,
1348,USA,Pennsylvania,Avalon,Avalon,2021-12-04,10.08,42,PM2.5,,,,,
1349,USA,Pennsylvania,Avalon,Avalon,2021-12-13,5.61,23,PM2.5,,,,,
1350,USA,Pennsylvania,Avalon,Avalon,2021-12-16,7.74,32,PM2.5,,,,,
1351,USA,Pennsylvania,Avalon,Avalon,2021-12-25,7.08,29,PM2.5,,,,,
1352,USA,Pennsylvania,Avalon,Avalon,2022-01-07,11.05,46,PM2.5,,,,,
1353,USA,Pennsylvania,Avalon,Avalon,2022-01-18,10.35,43,PM2.5,,,,,
1354,USA,Pennsylvania,Avalon,Avalon,2022-01-21,5.43,22,PM2.5,,,,,
1355,USA,Pennsylvania,Avalon,Avalon,2022-01-26,16.09,59,PM2.5,,,,,
1356,USA,Pennsylvania,Avalon,Avalon,2022-01-28,12.17,51,PM2.5,,,,,
1357,USA,Pennsylvania,Avalon,Avalon,2022-02-03,10.41,43,PM2.5,,,,,
1358,USA,Pennsylvania,Avalon,Avalon,2022-02-17,8.83,36,PM2.5,,,,,
1359,USA,Pennsylvania,Avalon,Avalon,2022-02-27,9.65,40,PM2.5,,,,,
1360,USA,Pennsylvania,Avalon,Avalon,2022-03-06,20.67,69,PM2.5,,,,,
1361,USA,Pennsylvania,Avalon,Avalon,2022-03-31,9.77,40,PM2.5,,,,,
1362,USA,Pennsylvania,Avalon,Avalon,2022-04-16,7.0,29,PM2.5,,,,,
1363,USA,Pennsylvania,Avalon,Avalon,2022-05-19,9.63,40,PM2.5,,,,,
1364,USA,Pennsylvania,Avalon,Avalon,2022-05-25,4.71,19,PM2.5,,,,,
1365,USA,Pennsylvania,Avalon,Avalon,2022-05-30,14.78,57,PM2.5,,,,,
1366,USA,Pennsylvania,Avalon,Avalon,2022-05-31,11.33,47,PM2.5,,,,,
1367,USA,Pennsylvania,Avalon,Avalon,2022-06-04,8.54,35,PM2.5,,,,,
1368,USA,Pennsylvania,Avalon,Avalon,2022-06-05,8.75,36,PM2.5,,,,,
1369,USA,Pennsylvania,Avalon,Avalon,2022-06-14,15.74,59,PM2.5,,,,,
1370,USA,Pennsylvania,Avalon,Avalon,2022-06-18,3.86,16,PM2.5,,,,,
1371,USA,Pennsylvania,Avalon,Avalon,2022-07-11,9.35,39,PM2.5,,,,,
1372,USA,Pennsylvania,Avalon,Avalon,2022-07-15,7.94,33,PM2.5,,,,,
1373,USA,Pennsylvania,Avalon,Avalon,2022-07-27,8.5,35,PM2.5,,,,,
1374,USA,Pennsylvania,Avalon,Avalon,2022-07-31,6.9,29,PM2.5,,,,,
1375,USA,Pennsylvania,Avalon,Avalon,2022-08-02,7.06,29,PM2.5,,,,,
1376,USA,Pennsylvania,Avalon,Avalon,2022-08-20,13.3,54,PM2.5,,,,,
1377,USA,Pennsylvania,Avalon,Avalon,2022-08-23,8.36,35,PM2.5,,,,,
1378,USA,Pennsylvania,McKeesport,Liberty (SAHS),2015-12-25,43.27,120,PM2.5,,,,,
1379,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-01-02,7.67,32,PM2.5,,,,,
1380,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-02-02,7.42,31,PM2.5,,,,,
1381,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-02-27,6.04,25,PM2.5,,,,,
1382,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-03-05,7.46,31,PM2.5,,,,,
1383,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-03-10,26.48,81,PM2.5,,,,,
1384,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-03-20,6.3,26,PM2.5,,,,,
1385,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-03-21,3.78,16,PM2.5,,,,,
1386,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-03-26,5.96,25,PM2.5,,,,,
1387,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-03-28,4.88,20,PM2.5,,,,,
1388,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-04-11,9.11,38,PM2.5,,,,,
1389,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-04-27,3.67,15,PM2.5,,,,,
1390,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-05-09,19.46,66,PM2.5,,,,,
1391,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-05-23,8.92,37,PM2.5,,,,,
1392,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-06-07,7.0,29,PM2.5,,,,,
1393,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-06-09,13.46,54,PM2.5,,,,,
1394,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-07-04,9.79,40,PM2.5,,,,,
1395,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-07-05,6.54,27,PM2.5,,,,,
1396,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-07-15,7.5,31,PM2.5,,,,,
1397,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-07-21,24.5,77,PM2.5,,,,,
1398,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-08-03,9.5,39,PM2.5,,,,,
1399,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-08-14,6.71,28,PM2.5,,,,,
1400,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-08-31,25.46,79,PM2.5,,,,,
1401,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-09-12,5.33,22,PM2.5,,,,,
1402,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-09-20,21.65,71,PM2.5,,,,,
1403,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-09-28,19.79,67,PM2.5,,,,,
1404,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-10-18,16.77,61,PM2.5,,,,,
1405,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-11-07,19.09,66,PM2.5,,,,,
1406,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-11-20,1.0,4,PM2.5,,,,,
1407,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-12-11,8.32,34,PM2.5,,,,,
1408,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-12-12,8.83,36,PM2.5,,,,,
1409,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-02-14,18.95,65,PM2.5,,,,,
1410,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-02-23,15.67,58,PM2.5,22.75,,,,
1411,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-04-12,5.13,21,PM2.5,7.48,,,,
1412,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-04-15,23.7,75,PM2.5,30.55,,,,
1413,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-04-28,11.55,48,PM2.5,16.29,,,,
1414,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-05-28,15.26,58,PM2.5,21.79,,,,
1415,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-06-19,7.92,33,PM2.5,11.0,,,,
1416,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-07-15,7.46,31,PM2.5,10.25,,,,
1417,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-08-08,6.08,25,PM2.5,8.84,,,,
1418,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-09-05,24.08,76,PM2.5,33.22,,,,
1419,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-09-08,3.96,16,PM2.5,5.63,,,,
1420,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-09-22,22.63,73,PM2.5,,,,,
1421,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-09-25,14.79,57,PM2.5,,,,,
1422,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-09-29,10.55,44,PM2.5,,,,,
1423,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-10-16,2.76,11,PM2.5,,,,,
1424,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-10-22,23.25,74,PM2.5,,,,,
1425,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-10-27,14.54,56,PM2.5,,,,,
1426,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-12-28,6.21,26,PM2.5,,,,,
1427,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-12-30,10.5,43,PM2.5,,,,,
1428,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-02-01,22.73,73,PM2.5,,,,,
1429,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-02-10,41.2,115,PM2.5,,,,,
1430,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-03-14,2.92,12,PM2.5,,,,,
1431,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-03-23,6.33,26,PM2.5,,,,,
1432,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-03-26,4.27,18,PM2.5,,,,,
1433,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-03-29,4.88,20,PM2.5,,,,,
1434,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-04-28,16.17,60,PM2.5,,,,,
1435,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-04-30,14.42,56,PM2.5,,,,,
1436,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-05-01,23.75,75,PM2.5,,,,,
1437,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-05-02,27.33,83,PM2.5,,,,,
1438,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-05-28,30.54,90,PM2.5,,,,,
1439,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-05-30,6.58,27,PM2.5,,,,,
1440,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-06-24,9.21,38,PM2.5,,,,,
1441,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-06-25,7.46,31,PM2.5,,,,,
1442,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-08-14,10.79,45,PM2.5,,,,,
1443,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-09-21,15.79,59,PM2.5,,,,,
1444,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-10-03,8.79,36,PM2.5,,,,,
1445,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-10-30,7.27,30,PM2.5,,,,,
1446,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-10-31,17.35,62,PM2.5,,,,,
1447,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-11-09,4.0,17,PM2.5,,,,,
1448,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-11-14,4.38,18,PM2.5,,,,,
1449,USA,Pennsylvania,Avalon,Avalon,2022-06-26,10.59,44,PM2.5,,,,,
1450,USA,Pennsylvania,Avalon,Avalon,2022-03-30,10.17,42,PM2.5,,,,,
1451,USA,Pennsylvania,Avalon,Avalon,2021-09-11,11.83,49,PM2.5,,,,,
1452,USA,Pennsylvania,Avalon,Avalon,2022-01-22,14.52,56,PM2.5,,,,,
1453,USA,Pennsylvania,Avalon,Avalon,2022-03-17,18.4,64,PM2.5,,,,,
1454,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-11-27,1.71,7,PM2.5,,,,,
1455,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-04-01,7.38,30,PM2.5,,,,,
1456,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-10-09,3.71,15,PM2.5,,,,,
1457,USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-12-26,12.37,52,PM2.5,,,,,
1458,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-07-20,25.21,78,PM2.5,36.86,,,,
1459,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-12-01,13.0,53,PM2.5,,,,,
1460,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-06-05,8.83,36,PM2.5,,,,,
1461,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-02-13,6.13,25,PM2.5,,,,,
1462,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-09-14,3.25,13,PM2.5,,,,,
1463,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-05-11,5.88,24,PM2.5,,,,,
1464,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-08-25,9.22,38,PM2.5,,,,,
1465,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-12-20,10.13,42,PM2.5,,,,,
1466,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-08-04,12.21,51,PM2.5,17.37,,,,
1467,USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-02-05,11.14,46,PM2.5,,,,,
1468,USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-01-05,4.96,20,PM2.5,,,,,
1469,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-01-02,7.57,31,PM2.5,,,,,
1470,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-01-11,5.88,24,PM2.5,,,,,
1471,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-01-12,10.95,45,PM2.5,,,,,
1472,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-02-01,9.24,38,PM2.5,,,,,
1473,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-03-03,14.46,56,PM2.5,,,,,
1474,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-03-04,9.66,40,PM2.5,,,,,
1475,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-03-10,10.18,42,PM2.5,,,,,
1476,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-03-17,5.37,22,PM2.5,,,,,
1477,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-03-18,5.17,21,PM2.5,,,,,
1478,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-04-03,32.28,93,PM2.5,,,,,
1479,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-04-27,6.48,27,PM2.5,,,,,
1480,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-05-07,31.28,91,PM2.5,,,,,
1481,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-05-16,12.16,51,PM2.5,,,,,
1482,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-05-19,20.24,68,PM2.5,,,,,
1483,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-05-20,12.36,52,PM2.5,,,,,
1484,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-06-07,11.19,46,PM2.5,,,,,
1485,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-06-12,7.29,30,PM2.5,,,,,
1486,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-06-27,19.58,67,PM2.5,,,,,
1487,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-07-18,5.57,23,PM2.5,,,,,
1488,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-08-06,19.5,66,PM2.5,,,,,
1489,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-10-08,4.69,19,PM2.5,,,,,
1490,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-11-08,3.73,15,PM2.5,,,,,
1491,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-12-07,8.18,34,PM2.5,,,,,
1492,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-12-12,12.42,52,PM2.5,,,,,
1493,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-12-13,11.8,49,PM2.5,,,,,
1494,USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-12-27,30.42,89,PM2.5,,,,,
1495,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-01-02,19.33,66,PM2.5,,,,,
1496,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-01-14,14.65,56,PM2.5,,,,,
1497,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-01-18,8.86,37,PM2.5,,,,,
1498,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-01-21,6.6,27,PM2.5,,,,,
1499,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-01-27,8.16,34,PM2.5,,,,,
1500,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-02-01,17.08,61,PM2.5,,,,,
1501,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-03-06,22.72,73,PM2.5,,,,,
1502,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-03-16,11.63,48,PM2.5,,,,,
1503,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-03-27,8.79,36,PM2.5,,,,,
1504,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-03-31,3.91,16,PM2.5,,,,,
1505,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-04-21,12.68,52,PM2.5,,,,,
1506,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-04-27,3.96,16,PM2.5,,,,,
1507,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-05-04,5.38,22,PM2.5,,,,,
1508,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-05-09,4.29,18,PM2.5,,,,,
1509,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-05-14,12.57,52,PM2.5,,,,,
1510,USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-05-22,6.46,27,PM2.5,,,,,
