Country,State,City,StationName,PM25,AQI,MainPollutant,PM10,SO2,CO,NO2,Ozone
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),4.63,19,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),12.71,52,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),24.35,77,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),13.12,53,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),10.86,45,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),6.47,27,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),6.89,28,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),5.38,22,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),7.5,31,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),8.6,36,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),11.35,47,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),11.6,48,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),16.07,59,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),16.71,61,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),14.01,55,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),14.96,57,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),14.81,57,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),8.28,34,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),11.25,46,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),10.04,41,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),18.21,64,PM2.5,23.79,8.66,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),15.51,58,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),22.29,72,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),8.04,33,PM2.5,11.71,6.77,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),5.65,23,PM2.5,6.42,1.31,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),31.47,92,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),10.12,42,PM2.5,14.42,6.44,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),7.91,33,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),16.29,60,PM2.5,21.04,5.53,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),13.88,55,PM2.5,20.8,13.65,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),19.58,67,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),3.45,14,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),20.08,68,PM2.5,25.12,10.26,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),14.67,56,PM2.5,16.31,3.02,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),4.92,20,PM2.5,12.76,0.44,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),10.47,43,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),25.8,80,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),10.74,44,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),11.76,49,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),4.58,19,PM2.5,3.75,0,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),10.13,42,PM2.5,15.38,6.83,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),9.45,39,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),21.25,70,PM2.5,24.04,30.35,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),16.72,61,PM2.5,26.58,11.5,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),5.08,21,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),6.04,25,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),11.68,48,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),8.21,34,PM2.5,12.75,2.95,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),10.28,42,PM2.5,14.54,8.93,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),7.67,32,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),8.65,36,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),24.92,78,PM2.5,28,13.72,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),32.6,94,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),5.29,22,PM2.5,7.79,0,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),17.38,62,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),12.04,50,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),3.98,16,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),7.63,32,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),6.24,26,PM2.5,10.44,0,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),51.93,141,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),29.38,87,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),16.32,60,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),16.09,59,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),10.54,44,PM2.5,16.71,0,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),6.29,26,PM2.5,5.29,0.31,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),9.79,40,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),5.92,24,PM2.5,9.1,4.06,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),10.71,44,PM2.5,5.17,0.87,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),11.09,46,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),24.43,77,PM2.5,39,22.87,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),23.29,74,PM2.5,33.83,5.04,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),12.71,52,PM2.5,20.08,34.32,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),20.11,68,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),5.36,22,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),19.92,67,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),23.08,74,PM2.5,26.74,22.32,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),20.2,68,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),9.79,40,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),25.43,79,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),3.94,16,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),4.69,19,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),14.29,56,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),27.81,84,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),10.88,45,PM2.5,14.24,2.12,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),7.11,29,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),6.33,26,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),7.15,30,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),11.62,48,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),7.15,30,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),6.55,27,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),17,61,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),4.83,20,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),8.34,34,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),10.04,41,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),11.56,48,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),8.45,35,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),9.16,38,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),3.25,13,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),11.32,47,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),8.79,36,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),15.63,58,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),11.87,49,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),6.59,27,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),4.59,19,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),7.74,32,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),10.72,44,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),10.76,44,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),3.59,15,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),16.57,60,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Parkway East (Near Road),11.51,48,PM2.5,,,,,
